SPEAKER_01	¿?
E0024_00_058_a_09	Entiendo que tus amigos sean muy importantes para ti. Pero debes ser paciente. Te aguarda un gran destino.<P>\nDebes ir al monte Ordalía y transformar esa espada oscura en una de luz.<P>\nQuienes superan las pruebas y aceptan la luz se convierten en paladines.<P>\nAunque muchos han viajado al monte Ordalía, ninguno ha sido capaz de volver...<P>\n¿Deseas encontrar tu destino en la cima de la montaña, a pesar de todo?
E0024_00_058_a_10	Sí. Debo expiar mis pecados.
E0024_00_058_a_11	Me lo imaginaba. He elegido a dos magos que te ayudarán en tu odisea.<P>\n¡(PALOM)! ¡(POLOM)!
E0024_00_058_a_12	¿Nos ha llamado?
E0024_00_058_a_13	¿Dónde está (PALOM)?
E0024_00_058_a_14	¡(PALOM)! ¡Ven aquí ahora mismo!
E0024_00_058_a_15	No me puedo creer que tenga que ser el tío este de Baronia. Espero que agradezcas que (PALOM), el prodigio de Mysidia, vaya a ayudarte.
E0024_00_058_a_16	¿Estos dos son magos?
E0024_00_058_a_17	Efectivamente. Él es (PALOM) y su hermana, (POLOM).<P>\nAunque solo son aprendices, deberían serte de gran ayuda.
E0024_00_058_a_18	¡Yo soy el mejor mago de Mysidia!<P>\nSiéntete afortunado de que vaya contigo.
E0024_00_058_a_19	¡(PALOM)! Como no te comportes en este viaje, te va a caer una...
E0024_00_058_a_20	Yo me llamo (POLOM). Es un placer conocerle.
E0024_00_058_a_21	¡(PALOM)! Te toca a ti.
E0024_00_058_a_22	Vale... Es un placer conocerte.
E0024_00_058_a_23	El mago negro (PALOM) y la maga blanca (POLOM) se han unido al grupo.
E0024_00_058_a_24	Ahora debéis partir hacia el monte Ordalía. Vosotros dos, ayudad a (CECIL) en todo lo que haga falta.
E0030_00_058_a_01	¡Increíble! ¡Lo has conseguido!
E0030_00_058_a_02	Señor (CECIL), ha estado magnífico.
E0030_00_058_a_03	Y que lo digas. Superó todas las pruebas con honores.
E0030_00_058_a_04	Pero ¿de qué habláis?
E0030_00_058_a_05	Siento tener que decirte que les encomendé la tarea de espiarte. Mis disculpas.
E0030_00_058_a_06	Resumiendo, así es.
E0030_00_058_a_07	Me siento fatal por no haberle dicho nada. Pero no podía hacer otra cosa.
E0030_00_058_a_08	Ya sospechaba yo algo cuando os enviaron conmigo.<P>\nPero tiene su lógica, después de lo que hice...
E0030_00_058_a_09	Lo importante es que te has convertido en paladín y conquistado la oscuridad que te corrompía por dentro.<P>\nNo puede ser... Esa espada... ¿Dónde conseguiste esa espada?
E0030_00_058_a_10	La recibí en la cima de la montaña.
E0030_00_058_a_11	¿Será...? ¡Lo es! Esta espada tiene grabada una antigua leyenda mysidiana.
E0030_00_058_a_12	¿Una leyenda...?
E0030_02_058_a_01	"La luz que encontré en el monte me llamó ""hijo"". ¿Qué era esa luz?"
E0030_02_058_a_02	Una buena pregunta para la cual no tengo respuesta. Las leyendas siempre guardan muchos misterios.<P>\nDurante generaciones, a los mysidianos solo nos han pedido que rezáramos por el cumplimiento de la leyenda<P>\ny la llegada del portador de la luz sagrada. Quizá seas tú el elegido...
E0030_02_058_a_03	¡Basta de parlotear! ¡Golbez debe pagar por sus acciones!
E0030_02_058_a_04	¿(TELLA)?
E0030_02_058_a_05	Hace mucho tiempo que no nos vemos.
E0030_02_058_a_06	Nos lo encontramos en el monte Ordalía.
E0030_02_058_a_07	Y ¿sabes qué? ¡El abuelo aprendió a conjurar Meteo!
E0030_02_058_a_08	¡Oh, no! ¿Cómo se pudo romper el sello? Ese hechizo puede provocar la destrucción del mundo.
E0030_02_058_a_09	El destino del mundo no me importa. Solo deseo vengar a mi Anna.
E0030_02_058_a_10	¿Tu hija Anna?
E0030_02_058_a_11	Golbez acabó con su vida. Ahora utilizaré Meteo para acabar con la suya.
E0030_02_058_a_12	(TELLA), nunca deberías permitir que el odio controle tus acciones.<P>\nAdemás, tu condición física no te permite conjurar Meteo. Es muy peligroso para ti.
E0030_02_058_a_13	¡Estoy dispuesto a sacrificar mi vida para acabar con la de Golbez!
E0030_02_058_a_14	Sigues igual de testarudo que una mula.
E0030_02_058_a_15	¡Ja! Mira quién habla.
E0030_02_058_a_16	Supongo que con tus hechizos y el nuevo poder de (CECIL) tenéis la posibilidad de derrotar a Golbez...
E0030_02_058_a_17	De todas formas, debemos volver a Baronia para conseguir un barco volador.
E0030_02_058_a_18	Muy bien. Os abriré el camino del Averno.<P>\nComo paladín, estoy seguro de que podrás utilizar esta ruta sin peligro.<P>\nAhora debo volver a la Torre de la adoración. Os tendré presentes en mis oraciones.
E0030_02_058_a_19	Gracias por todo.
E0030_02_058_a_20	(PALOM) y (POLOM), volved a vuestros estudios.
E0030_02_058_a_21	Maestro, te rogamos que nos permitas acompañarles.
E0030_02_058_a_22	Usted fue quien dijo que deberíamos hacer todo lo que pudiéramos por ayudarle.
E0030_02_058_a_23	Muy bien. Los dos superasteis las pruebas del monte Ordalía.<P>\nQuizá este sea vuestro destino. Cuidad de ellos, por favor.
E0030_02_058_a_24	Pero yo... eh...
E0030_02_058_a_25	¿Qué pasa? ¿Es que no quieres nuestra ayuda?
E0030_02_058_a_26	Estoy segura de que la valorará.
E0030_02_058_a_27	No te preocupes, viejo amigo. Yo cuidaré de ellos.
E0030_02_058_a_28	Venga, pues. Cuento con vosotros.
E0030_02_058_a_29	¡Guay!
E0030_02_058_a_30	(PALOM), recuerda que esto no va a ser como ir de excursión.
E0030_02_058_a_31	La entrada al camino del Averno está en la parte este del pueblo.<P>\n(PALOM) y (POLOM), tened cuidado y volved pronto. Suerte a todos.
E0068_00_057_a_01	Siempre supe que volverías. Reúnete con nosotros en la Torre de la adoración.
E0068_02_060_a_01	Recemos todos juntos. ¡Es hora de hacer realidad la leyenda!
E0068_04_060_a_01	¡Mira! Nuestras oraciones...<P>\n¡Nuestras oraciones han sido atendidas!
E0068_06_060_a_01	No existe duda. Esa gloriosa nave...
E0068_06_060_a_02	¡La Ballena lunar!
E0068_08_060_a_01	Una extraña voz me habló durante mis oraciones.<P>\nDebes volar a la Luna. Alguien te aguarda allí.
E0068_08_060_a_02	Pero ¿cómo podemos alcanzar la Luna?
E0068_08_060_a_03	La Ballena lunar no es una nave de este mundo.<P>\nSegún las antiguas leyendas mysidianas, porta un Cristal que le permite navegar entre la Luna y aquí. Debes comunicarte con él.
E0068_08_060_a_04	Lo intentaré.
E0133_00_063_a_01	¡Eh! ¡Mira esto!
E0133_00_063_a_02	Tengo sueño... Mucho sueño...
E0133_01_057_a_01	Je, je, je... Aún necesitas mucha práctica.
E0138_00_063_a_01	¡Anda, pero si estás agotado! Toma esto y ya verás lo bien que te sientes.
E0138_00_063_a_02	¡Agh! ¡Uf! ¡Aaaj!
E0138_00_063_a_03	¡Ja, ja! ¡Estaba envenenado! ¡Ahora pagarás por tus crímenes, maldito caballero oscuro!
E0152_00_057_a_01	¿Quién iba a decirlo? ¡Tú por aquí otra vez! <P>\n¡Toma esto! ¡Rana!
N118_C01_057_02_01	¿Tú, un paladín? ¡Ja!
N118_C01_057_02_02	Así que todavía quedaba gente en el mundo capaz de llevar la armadura de un paladín...
N118_C01_057_01_01	¡Yo no hablo con gente de tu calaña!
N118_C01_057_01_02	Con una espada oscura no podrás derrotar a las hordas de no muertos que plagan el monte Ordalía.
N118_C01_057_01_03	Pero ¿cómo es que alguien como tú se ha convertido en paladín?
N117_C01_057_04_01	El camino del Averno es una vía distorsionada entre dimensiones temporales.<P>\nSe dice que hay que sacrificar una cantidad notable de vitalidad para poder cruzarlo.
N117_C01_057_05_01	Me apena ver cómo los humanos se lastiman y se matan entre sí.
N117_C01_057_05_02	Debes superar las pruebas que te aguardan en el monte Ordalía si deseas renunciar a la espada oscura.
N117_C01_057_05_03	Ahora has de tener la conducta de un paladín.
N118_C01_057_08_01	¿Cómo te atreves a venir aquí?
N118_C01_057_08_02	Muchos son los que han viajado al monte Ordalía para encontrar la luz sagrada...<P>\nNinguno ha vuelto.
N118_C01_057_08_03	¡Que sepas que aún no te he perdonado!
N117_C01_057_07_01	No te puedes ni imaginar cuánto dolor y sufrimiento nos has causado.
N117_C01_057_07_02	El monte Ordalía queda al este de aquí.
N117_C01_057_07_03	Puedo ver que has sufrido mucho. Yo también oraré por ti.
N118_C01_057_06_01	Dentro de este edificio se encuentra el camino del Averno que conduce hasta Baronia.<P>\nEste se selló después de un trágico accidente.
N117_C01_057_03_01	¡Agh! ¡Tú eres ese caballero oscuro de Baronia!
N117_C01_057_03_02	¡Agh! ¿Que quieres ser paladín? No me hagas reír, hombre.
N117_C01_057_03_03	¡Agh! Pero esa armadura... ¿Te has hecho paladín?<P>\nTierra, trágame...
N118_C01_062_01_01	¿Qué quieres? ¿Más armas con las que masacrar a más gente?
N118_C01_062_01_02	No puedes utilizar la mayoría de estas armaduras a no ser que seas paladín.<P>\nEso significa que aquí no hay nada para ti, ¡ya puedes largarte!
N118_C01_062_01_03	Ya te lo dije. No puedes utilizar esta armadura hasta que seas paladín...<P>\n¡No me digas que...!
N999_C03_063_01_01	¡Baronia pagará caras sus atrocidades!
N118_C01_063_01_01	¡Por favor! ¡No me mates!
N118_C01_063_01_02	¡No me mates! ¡No me mates! ¿Eh...? ¡¿Que te vas al monte Ordalía?!
N118_C01_063_01_03	Guau, tienes un aspecto magnífico.
N118_C01_063_04_01	¡Vete a freír verduras gysahl! ¡Hip! ¡Hiiip! ¡Tú no me asustas!
N118_C01_063_04_02	¿Tú, paladín? ¡Sí, claro, y yo emperador! ¡Ja, ja! ¡Hip!
N118_C01_063_04_03	¡Uf! Creo que me he pasado un poquito. ¡Hip, hip! Juraría haber visto a un paladín y todo...
N117_C01_063_03_01	¡Vil monstruo! ¡Libera a mi gente!
N117_C01_063_03_02	¡(PALOM)! ¡(POLOM)! ¡No os fieis de este hombre!
N117_C01_063_03_03	¡Qué esplendor! ¡La luz de un verdadero paladín!
N118_C01_063_02_01	¿Tú, paladín? Ni en tus sueños.
N118_C01_063_02_02	¡Que me parta un rayo! ¡Lo conseguiste!
N118_C01_058_04_01	Todos nacemos inocentes, pero aun así hay gente mala en el mundo. ¿Por qué será?
N118_C01_058_04_02	El paladín es la antítesis del caballero oscuro.
N118_C01_058_04_03	Tu destino te ha conducido a ser un paladín, pero ¿qué te aguardará en el futuro?
N999_C02_058_03_01	Cura para novatos
N999_C02_058_04_01	Enciclopedia de magia negra
N999_C02_058_05_01	Orígenes de los Cuatro Elementos
N118_C01_058_03_01	El maestro nos dijo que perdonáramos tus atrocidades... pero yo no puedo.
N118_C01_058_03_02	Solo confiaré en ti cuando te hayas convertido en paladín.
N118_C01_058_03_03	De ahora en adelante, tienes toda mi confianza.
N117_C01_058_02_01	Estás en el oratorio. Puedes hablar con el maestro, si deseas.
N117_C01_058_02_02	Debes ir y probar que mereces recibir la luz sagrada.
N117_C01_058_02_03	¡Ahora que te has liberado de la oscuridad brillas como el mismo sol!
N004_C01_060_01_01	Creo que eres el salvador de nuestro mundo.<P>\nLo único que puedo hacer es rezar por ti.<P>\n(PALOM) y (POLOM), prestad atención a (CECIL) y ayudadle en su misión.
N004_C01_060_01_02	Ya entiendo... (PALOM), (POLOM)... estoy tan orgulloso de los dos...<P>\nVuestros nombres se recordarán en la historia de Mysidia para siempre.
N004_C01_060_01_03	(TELLA)... Le advertí que no luchara con odio en el corazón...<P>\nEspero que su alma halle reposo.
N004_C01_060_01_04	Debes regresar a la Luna y cumplir con tu destino.
N118_C01_060_03_01	El maestro viene a rezar aquí mucho últimamente.
N118_C01_060_03_02	Debes llegar a la Luna lo antes posible.
N117_C01_060_02_01	Rezamos por absolutamente todas las almas.
N117_C01_060_02_02	Seguiremos rezando.
P009_C00_060_20_01	¡Suerte! Cómo nos gustaría poder acompañarte...
P010_C00_060_18_01	Te has convertido en un gran paladín. ¡Siempre creí en ti!
P008_C00_060_17_01	Sois los elegidos. Suerte en batalla.
P007_C00_060_19_01	(TELLA) creía en ti tanto como lo hago yo.<P>\n¡Te acompañamos en espíritu!
N010_C00_060_12_01	Nunca imaginé que ocurriría esto...
N010_C00_060_13_01	(GILBART) ha rezado incesantemente para que vuelvas sano y salvo.
N030_C00_060_14_01	Tienes que volver a visitarnos algún día, ¿vale? ¡Prométemelo!
N015_C00_060_15_01	El destino del mundo y de todos los que vivimos en él está en tus manos.
N005_C01_060_10_01	¡Vuelve sano y salvo, (CECIL)!
N005_C01_060_11_01	El jefe se pone de mala uva cuando no estás aquí.<P>\n¡Más te vale volver sano y salvo, (CECIL)!
P005_C00_060_16_01	¡Demonios! Yo también quiero ir...<P>\n¡Pero como no vuelvas te mato! ¿Entendido?
E0025_00_182_a_01	Vamos, ¿a qué esperas?
E0025_00_182_a_02	¡No me rayes! ¡Ya voy!
E0025_00_182_a_03	¡Hielo!
E0025_00_182_a_04	¡Ja! ¡Pan comido!
E0025_00_182_a_05	¡Paf!
E0025_00_182_a_06	¡(PALOM)! El maestro nos enseñó a no ser creídos.
E0025_00_182_a_07	Perdónele sus payasadas.
E0025_00_182_a_08	Mientras tanto...
E0026_00_183_a_01	¡(TELLA)!
E0026_00_183_a_02	¿(CECIL)?
E0026_00_183_a_03	¿Qué te trae por aquí? No me digas que tú también buscas Meteo.
E0026_00_183_a_04	¿Meteo...?
E0026_00_183_a_05	¿Cómo puede ser que conozca el hechizo Meteo?
E0026_00_183_a_06	¡Porque es (TELLA)! ¿A que sí, abuelo?
E0026_00_183_a_07	¡No te pases! ¡Es un gran sabio!
E0026_00_183_a_08	Es un honor conocerle. Estamos aquí bajo órdenes de nuestro maestro.
E0026_00_183_a_09	Así es, se supone que debemos espiar...
E0026_00_183_a_10	¡Paf!
E0026_00_183_a_11	Perdóneme. Como le estaba contando, servimos de guías para el señor (CECIL). Yo me llamo (POLOM).
E0026_00_183_a_12	Y yo soy (PALOM), el mejor mago de Mysidia. He oído mucho sobre ti.
E0026_00_183_a_13	Conque niños de Mysidia, ¿eh? Dime, (CECIL), ¿dónde están (RYDIA) y (GILBART)?
E0026_00_183_a_14	Leviatán nos atacó cuando íbamos de camino a Baronia...
E0026_00_183_a_15	¡¿Cómo?! Pero ¿no me digas que han muerto?
E0026_00_183_a_16	Me temo que sí. Además, Golbez raptó a (ROZA).
E0026_00_183_a_17	¡Cuánto te apuestas a que es su novia!
E0026_00_183_a_18	¡Calla!
E0026_00_183_a_19	Pensé que habías decidido ir directamente a Baronia para luchar contra Golbez...
E0026_00_183_a_20	Mis hechizos no son lo bastante poderosos para derrotar a Golbez. Por eso he venido aquí en busca del legendario hechizo Meteo.<P>\nPuedo detectar un fuerte campo mágico en esta montaña. Seguro que aquí encontraré lo que busco.
E0026_00_183_a_21	Pero ese hechizo es demasiado peligroso para una persona de su edad.<P>\nHace falta mucha vitalidad para conjurar Meteo...
E0026_00_183_a_22	Sé que solo soy un pobre anciano, pero Golbez pagará por sus crímenes.<P>\n¡Aunque me vaya la vida en ello!
E0026_00_183_a_23	...
E0026_00_183_a_24	¡Anda que...! ¡Qué cabezones son los mayores!
E0026_00_183_a_25	Tú calla. Un criajo como tú no puede entenderlo.
E0026_00_183_a_26	(CECIL), todavía no has contestado a mi pregunta. ¿Qué haces aquí?
E0026_00_183_a_27	Vine con la esperanza de hacerme paladín. No puedo derrotar a Golbez con la espada oscura...<P>\ny siempre he deseado poder renunciar a esa odiosa arma.
E0026_00_183_a_28	¿Quién es Golbez?
E0026_00_183_a_29	Nunca prestas atención. Golbez es el que está controlando Baronia.
E0026_00_183_a_30	No es un hombre cualquiera. Posee unos poderes y una maldad inimaginables.
E0026_00_183_a_31	Así que quieres convertirte en paladín. Eso significa que esta montaña posee algún secreto, como sospechaba. Os acompañaré hasta la cima.
E0026_00_183_a_32	El sabio (TELLA) se ha unido al grupo.
E0156_00_185_a_01	Sssrrr...
E0156_00_185_a_02	(PALOM), para de hacer eso.
E0156_00_185_a_03	¿Que pare de hacer qué?
E0157_00_185_a_01	Sssrrr...
E0157_00_185_a_02	¡Te he dicho que pares!
E0157_00_185_a_03	¡Que yo no he hecho nada!
E0027_00_185_a_01	Sssrrr...
E0027_00_185_a_02	Noto una presencia malévola.
E0027_00_185_a_03	Creo que disfrutaré viendo como rogáis por vuestras miserables vidas...
E0027_00_185_a_04	¡Da la cara! ¿Quién eres?
E0027_00_185_a_05	Bajo las órdenes del maestro Golbez, yo, Scarmiglione de la Tierra, os enviaré a las profundidades del infierno.<P>\nPero primero... ¡mis pobres no muertos tienen que comer!
E0027_00_185_b_01	¡Despedazadlos!
E0027_00_185_b_02	Pero ¿qué me ocurre?
E0028_00_185_a_01	Sssrrr... Pobres ignorantes. Mi verdadero poder proviene de la muerte...<P>\n¡Acompañadme en el viaje al infierno!
E0028_00_185_b_01	Este es mi verdadero aspecto.
E0028_00_185_b_02	¡Morid!
E0028_00_185_b_03	¡Inhalad esto y uníos a los no muertos!
E0028_01_185_a_01	¡Desgraciados! ¿Cómo es posible?
E0028_01_185_a_02	¡Uf!... ¡Argggh!
E0029_00_185_a_01	Hijo mío, yo...
E0029_00_185_a_02	"¿Quién eres para llamarme ""hijo mío""?"
E0029_01_350_a_01	He sufrido una eternidad de agonía y pena esperando tu llegada. Ahora, te encomiendo mi poder.<P>\nMi dolor se hará mayor, pero no nos queda otro remedio.
E0029_01_350_a_02	Rompe con tu pasado y vence a la oscuridad de tu corazón. Solo entonces podrás recibir el poder sagrado.<P>\nDeberás luchar contra el caballero oscuro al que tanto repudias... ¡Deberás vencerte a ti mismo!
E0029_01_350_a_03	¡¿Eh?!
E0029_01_350_a_04	¿Qué está pasando?
E0029_01_350_a_05	¡No lo sé! ¡Pero hay otro (CECIL)!
E0029_01_350_a_06	¡(CECIL)!
E0029_01_350_a_07	¡Eh!
E0029_01_350_a_08	¡Cuidado!
E0029_01_350_a_09	¡Atrás! Esta es mi batalla... La batalla para redimir mis pecados.
E0029_01_350_b_01	Un verdadero paladín...
E0029_01_350_b_02	enfundaría su espada.
E0029_01_350_b_03	Algunos luchan por la ley.
E0029_01_350_b_04	Otros luchan por la justicia.
E0029_01_350_b_05	Pero hay algo más por qué luchar...
E0029_01_350_b_06	Algún día lo sabrás.
E0029_02_350_a_01	Has superado la prueba. Recibe mi espíritu en tu corazón. Mi alma, mi luz...<P>\nCon estos poderes deberás detener a Golbez. Suerte, hijo mío.
E0029_02_350_a_02	¡Espera, por favor!
E0029_02_350_a_03	(CECIL) se ha convertido en paladín.
E0029_02_350_a_04	¿Te encuentras bien?
E0029_02_350_a_05	Tienes pinta de...
E0029_02_350_a_06	Basta ya, (PALOM).
E0029_02_350_a_07	Esta sensación... No puedo describirla, pero... me es muy familiar. Y esa voz...
E0029_02_350_a_08	¡Oooh!
E0029_02_350_a_09	¿Maestro (TELLA)?
E0029_02_350_a_10	¡Mis hechizos! ¡Los recuerdo todos!
E0029_02_350_a_11	(TELLA) ha recuperado todos sus hechizos.
E0029_02_350_a_12	¡Oh!<P>\n¿Me... te... o?<P>\nEsa luz rompió el sello sobre Meteo de alguna manera.
E0029_02_350_a_13	(TELLA) ha aprendido Meteo.
E0029_02_350_a_14	Es un gran sabio, está claro.
E0029_02_350_a_15	¡Eh, (POLOM)! Creo que quizá...
E0029_02_350_a_16	Ejem, ¿(CECIL)?
E0029_02_350_a_17	Tenemos que decirte algo...
E0029_02_350_a_18	Ahora puedo destruir a Golbez de una vez. ¡Seré su perdición!
E0029_02_350_a_19	¡Vamos, (CECIL)! ¡A Baronia se ha dicho!
E0029_02_350_a_20	Sí, claro... A Baronia...
E0029_02_350_a_21	"Esa luz... ¿Por qué me llamaba ""hijo""?"
E0029_02_350_a_22	¡Eh! ¡Esperad!
E0029_02_350_a_23	¿Vamos?
E0029_02_350_a_24	Sí.
E0134_00_072_a_01	¿Has venido para ver nuestro baile habitual? ¡No te arrepentirás!
E0134_00_073_a_02	¡Somos los hermanos Mitrilo! ¿Preparado para un poco de marcha? ¡Pues vamos, entonces!
E0134_00_073_a_03	¡Oh, sí!
N122_C01_072_01_01	¿Qué hace un humano por estos lares? Cuidado con dónde pones los pies, no vaya a ser que me chafes.
N122_C02_072_03_01	¡Caray! ¿Es que sois todos gigantes?
N120_C03_072_04_01	Ni me puedo imaginar cuánto tendrás que comer para llenar un cuerpo así de grande.
N120_C03_072_05_01	El monte Mitrilo queda en el lejano norte. Pero seguro que con esas patas tan largas podrías llegar en un abrir y cerrar de ojos.
